theme,post_text,label
refugees,RT @Refugees: Today Mediterranean sea arrivals to Europe reach 1 million. 49% are from Syria.  https://t.co/nAUZy25H5X https://t.co/RgJ89LH…,1
refugees,RT @Refugees: Today Mediterranean sea arrivals to Europe reach 1 million. 49% are from Syria.  https://t.co/nAUZy25H5X https://t.co/RgJ89LH…,1
refugees,RT @julianfirpo: Titta på barnen. De satt närmare 30 barn i den här båten. Barn som flyr i en överfull båt över havet. https://t.co/YtTfJxX…,1
refugees,Titta på barnen. De satt närmare 30 barn i den här båten. Barn som flyr i en överfull båt över havet. https://t.co/YtTfJxXh6d,1
refugees,RT @Refugees: Vulnerable refugees + migrants are in need of protection + assistance. Our strategy: https://t.co/3PNso9q8nT #Europe https://…,1
refugees,RT @Refugees: Vulnerable refugees + migrants are in need of protection + assistance. Our strategy: https://t.co/3PNso9q8nT #Europe https://…,1
refugees,RT @UNRefugeeAgency: These Photos Show Another Face Of The #RefugeeCrisis: https://t.co/SDiePXmOnT #supportrefugees #refugees https://t.co/…,1
refugees,RT @UNRefugeeAgency: These Photos Show Another Face Of The #RefugeeCrisis: https://t.co/SDiePXmOnT #supportrefugees #refugees https://t.co/…,1
refugees,RT @londonorganiser: Ever get the feeling you're being had Europe? http://t.co/shIVo0S7RZ,0
refugees,RT @VVPutin_cat: Же суй беженец\nJe suis un rеfugiе\n#ИГИЛ #ISIS http://t.co/9eI81UYiRO,0
refugees,RT @Jorlmiga: @MarianoPlanells Fíjense el la cicatriz el la mejilla izquierda de este refugiado. http://t.co/WXAl9p66SR,0
refugees,RT @NordStormRising: The true face of #SyrianRefugees. https://t.co/BTb9KWxlLw,0
refugees,"RT @redbrasco: Want to help these unfortunates?\n\nNew, Iphones, laptops, jewelry and designer clothing could aid them through this! http://t…",0
refugees,"RT @redbrasco: Want to help these unfortunates?\n\nNew, Iphones, laptops, jewelry and designer clothing could aid them through this! http://t…",0
refugees,RT @Refugees: Earlier today: Syrian refugees walk toward Austria after getting off buses from Hungary. http://t.co/JqEuZw2t4F http://t.co/p…,1
refugees,RT @Refugees: Earlier today: Syrian refugees walk toward Austria after getting off buses from Hungary. http://t.co/JqEuZw2t4F http://t.co/p…,1
refugees,"“@Refugees: Syrian refugees walk toward Austria http://t.co/ts1ZVm2uEy http://t.co/vgxKsEDCZ9”\n""The road is made by walking.""",1
refugees,RT @Refugees: There should be more opportunities for people to come legally to Europe &amp; find safety http://t.co/mWbW0BiTgu http://t.co/YNQ1…,1
refugees,"RT @i_k_b: Syrian Refugees in Europe.All men fit for military-no kids,no women !\nSame in Assam,IBIs entering as Hindu Refugees ! http://t.c…",1
refugees,RT @Cements_: Šādi šorīt izskatās Ainažos. Baisi… #IzlasījuKomentāros https://t.co/5qZFkb6YZ9,1
refugees,RT @Cements_: Šādi šorīt izskatās Ainažos. Baisi… #IzlasījuKomentāros https://t.co/5qZFkb6YZ9,1
refugees,"Two articles up today on the refugee crisis and racism: http://t.co/CieGfCJSBK, http://t.co/pervPZ5db8 http://t.co/YVJJCuouCZ",1
refugees,RT @Refugees: From #AylanKurdi tragedy to start of European refugee relocation. #Refugeecrisis 2015 https://t.co/6YHPR08xHB https://t.co/Yc…,1
refugees,RT @Refugees: From #AylanKurdi tragedy to start of European refugee relocation. #Refugeecrisis 2015 https://t.co/6YHPR08xHB https://t.co/Yc…,1
refugees,"RT @UNHCRCanada: 2015 was the year of Europe’s #refugee crisis, read the 7 key events in this unfolding drama https://t.co/ZO5cRVOTWK https…",1
refugees,"RT @AmiraSaid: June 20 is World Refugee Day, I could never imagine the strength it takes to leave home, the only place you've known: http:/…",1
refugees,"RT @IHHen: Nearly 1,500 Syrian refugees who have camped out in #Edirne for 4 days have started walking towards the border. http://t.co/ASez…",1
refugees,"RT @IHHen: Nearly 1,500 Syrian refugees who have camped out in #Edirne for 4 days have started walking towards the border. http://t.co/ASez…",1
refugees,"RT @Refugees: ""What do you expect in Germany?""  ""Playgrounds."" Selwa, 9, fled Damascus last week with her family + is now in Lesbos http://…",1
refugees,"RT @Refugees: ""What do you expect in Germany?""  ""Playgrounds."" Selwa, 9, fled Damascus last week with her family + is now in Lesbos http://…",1
refugees,"RT @melissarfleming: I asked Selwa, 9, what she expects in Germany? ""Playgrounds."" \nShe &amp; family fled #Syria 1 week ago. Now in #Greece. ht…",1
